vehicle_number,violation_count,unique_zones,vehicle_type,last_seen,top_zone
FKN00GL30630,3,3,PASSENGER AUTO,2024-03-30 10:08:46,BTP051 - Safina Plaza Junction
FKN00GL30672,3,2,SCOOTER,2024-03-04 12:05:46,"BTP070 - Cholurpalya Junction, Magadi Road"
FKN00GL116401,3,1,CAR,2023-11-18 13:13:46,GRID_13.12_77.62
FKN00GL11642,3,1,SCOOTER,2024-02-23 11:35:46,GRID_12.93_77.69
FKN00GL116499,3,1,SCOOTER,2023-12-10 10:04:46,GRID_12.98_77.61
FKN00GL115976,3,1,CAR,2023-12-16 02:24:46,"BTP022 - Marenahalli Junction, Vijayanagar"
FKN00GL30719,3,2,CAR,2024-03-18 09:46:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL31007,3,1,PASSENGER AUTO,2024-03-05 03:14:46,GRID_13.01_77.7
FKN00GL31028,3,3,MOTOR CYCLE,2024-04-01 08:44:46,BTP040 - Elite Junction
FKN00GL31036,3,2,CAR,2024-04-01 02:17:46,GRID_13.18_77.68
FKN00GL31037,3,3,PASSENGER AUTO,2024-03-30 07:56:46,BTP044 - Sagar Theatre Junction
FKN00GL31041,3,1,SCOOTER,2024-04-08 10:54:46,BTP051 - Safina Plaza Junction
FKN00GL31075,3,1,SCOOTER,2024-04-07 06:09:46,GRID_12.98_77.61
FKN00GL31081,3,2,SCOOTER,2024-03-31 09:08:46,"BTP083 - AS Char Street, Mysore Road"
FKN00GL30871,3,1,CAR,2024-02-11 03:07:46,"BTP206 - Shankara Mutt Circle, Vijayanagar"
FKN00GL27319,3,1,SCOOTER,2024-04-01 10:43:46,GRID_12.98_77.61
FKN00GL27332,3,2,SCOOTER,2024-02-21 10:49:46,GRID_12.98_77.61
FKN00GL26919,3,1,MOTOR CYCLE,2024-03-13 05:03:46,BTP020 - Hosahalli Metro Station
FKN00GL26942,3,3,MAXI-CAB,2024-04-03 02:19:46,GRID_13.18_77.68
FKN00GL26943,3,2,MAXI-CAB,2024-02-22 00:46:46,GRID_13.18_77.68
FKN00GL118602,3,1,CAR,2023-12-29 01:33:46,BTP082 - KR Market Junction
FKN00GL118635,3,2,PASSENGER AUTO,2023-12-23 02:55:46,BTP040 - Elite Junction
FKN00GL118682,3,1,CAR,2023-11-18 02:54:46,BTP044 - Sagar Theatre Junction
FKN00GL31177,3,2,SCOOTER,2023-12-01 08:39:46,"BTP033 - Sophia High School, Sankey Road"
FKN00GL31190,3,2,MOTOR CYCLE,2024-04-07 10:35:46,GRID_13.01_77.55
FKN00GL31221,3,1,PASSENGER AUTO,2024-02-27 08:30:46,GRID_13.01_77.7
FKN00GL31225,3,1,SCOOTER,2024-02-10 11:22:46,BTP027 - Modi Bridge Junction
FKN00GL31244,3,1,SCOOTER,2024-02-13 10:54:46,GRID_13.07_77.59
FKN00GL30985,3,1,SCOOTER,2024-04-02 08:51:46,BTP040 - Elite Junction
FKN00GL118776,3,1,MOTOR CYCLE,2023-11-29 02:43:46,GRID_12.93_77.54
FKN00GL118781,3,1,JEEP,2023-12-06 04:42:46,BTP044 - Sagar Theatre Junction
FKN00GL118805,3,2,CAR,2024-01-30 04:45:46,GRID_13.04_77.59
FKN00GL118295,3,3,CAR,2024-03-05 11:24:46,BTP045 - Danvanthri Road Junction
FKN00GL11839,3,2,SCOOTER,2024-03-29 09:32:46,GRID_12.94_77.59
FKN00GL2706,3,1,SCOOTER,2024-03-05 05:38:46,BTP020 - Hosahalli Metro Station
FKN00GL27083,3,1,TEMPO,2023-12-28 03:02:46,BTP063 - Siddalingaiah Circle
FKN00GL27173,3,1,SCOOTER,2024-02-10 11:28:46,GRID_13.09_77.59
FKN00GL2719,3,1,MOTOR CYCLE,2024-02-07 04:50:46,GRID_12.93_77.69
FKN00GL27211,3,1,SCOOTER,2024-02-11 09:55:46,GRID_12.93_77.68
FKN00GL31343,3,1,MOTOR CYCLE,2024-04-01 06:31:46,GRID_13.01_77.55
FKN00GL31397,3,1,PASSENGER AUTO,2024-04-01 11:20:46,BTP051 - Safina Plaza Junction
FKN00GL3141,3,1,SCOOTER,2024-03-29 04:09:46,GRID_12.98_77.61
FKN00GL31435,3,1,TEMPO,2024-03-13 02:31:46,GRID_12.96_77.56
FKN00GL26825,3,2,CAR,2024-03-05 09:20:46,GRID_12.98_77.61
FKN00GL2685,3,1,PASSENGER AUTO,2024-03-16 03:53:46,GRID_13.0_77.68
FKN00GL26898,3,2,PASSENGER AUTO,2024-02-21 03:12:46,GRID_12.91_77.63
FKN00GL26509,3,1,MOTOR CYCLE,2024-03-05 05:50:46,BTP061 - Bhashyam Circle
FKN00GL2658,3,2,PASSENGER AUTO,2024-03-16 01:37:46,GRID_13.01_77.7
FKN00GL2659,3,3,PASSENGER AUTO,2024-04-04 09:13:46,GRID_13.01_77.7
FKN00GL31103,3,2,CAR,2024-02-13 11:10:46,BTP068 - Veeresh Theatre Junction
FKN00GL31104,3,2,CAR,2024-03-09 06:08:46,GRID_13.0_77.57
FKN00GL31114,3,1,MOTOR CYCLE,2024-04-03 07:48:46,BTP040 - Elite Junction
FKN00GL31146,3,1,CAR,2024-03-13 12:14:46,BTP045 - Danvanthri Road Junction
FKN00GL31148,3,2,CAR,2024-02-13 10:32:46,"BTP170 - Dr. Bheem Rao Palace, Chord Road"
FKN00GL31156,3,1,SCOOTER,2024-02-10 12:12:46,GRID_13.07_77.59
FKN00GL11619,3,1,MOTOR CYCLE,2024-01-25 05:53:46,GRID_13.03_77.54
FKN00GL116197,3,1,SCOOTER,2023-12-01 06:20:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL116219,3,1,SCOOTER,2023-12-02 04:13:46,BTP020 - Hosahalli Metro Station
FKN00GL116240,3,1,CAR,2024-01-20 10:51:46,"BTP016 - 5th Main Road, RPC Layout"
FKN00GL115603,3,2,CAR,2023-12-04 05:38:46,BTP185 - RV Teachers College
FKN00GL115653,3,1,OTHERS,2023-12-06 02:13:46,GRID_12.89_77.64
FKN00GL115657,3,1,SCOOTER,2024-01-05 04:37:46,BTP040 - Elite Junction
FKN00GL115669,3,1,CAR,2024-01-02 05:57:46,GRID_12.99_77.65
FKN00GL31583,3,1,CAR,2024-02-17 13:18:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL3161,3,2,MOTOR CYCLE,2024-04-04 16:47:46,BTP069 - MC Circle
FKN00GL31634,3,1,GOODS AUTO,2024-03-06 00:34:46,GRID_13.01_77.69
FKN00GL31681,3,1,MOTOR CYCLE,2024-04-01 04:52:46,BTP008 - Navarang Theatre
FKN00GL31683,3,2,CAR,2024-02-11 02:39:46,GRID_12.99_77.57
FKN00GL31695,3,1,FACTORY BUS,2024-04-05 00:53:46,GRID_12.89_77.64
FKN00GL31708,3,1,MOTOR CYCLE,2024-02-10 11:20:46,GRID_12.91_77.63
FKN00GL31335,3,2,CAR,2024-02-26 08:59:46,"BTP170 - Dr. Bheem Rao Palace, Chord Road"
FKN00GL31486,3,1,SCOOTER,2024-02-10 13:33:46,BTP082 - KR Market Junction
FKN00GL31554,3,3,CAR,2024-03-12 08:31:46,GRID_12.97_77.7
FKN00GL116064,3,3,PASSENGER AUTO,2024-01-22 12:39:46,BTP051 - Safina Plaza Junction
FKN00GL11609,3,1,SCOOTER,2024-03-21 09:17:46,BTP020 - Hosahalli Metro Station
FKN00GL116103,3,2,PASSENGER AUTO,2023-12-28 06:05:46,GRID_12.96_77.65
FKN00GL11611,3,2,CAR,2024-02-04 04:35:46,GRID_12.89_77.64
FKN00GL2664,3,3,CAR,2024-03-20 03:06:46,BTP104 - Medical College Circle
FKN00GL26645,3,1,CAR,2024-03-27 08:22:46,BTP044 - Sagar Theatre Junction
FKN00GL26679,3,1,SCOOTER,2024-02-08 10:24:46,BTP109 - Dewan Madhava Rao Junction
FKN00GL26683,3,1,SCOOTER,2024-03-02 04:19:46,BTP109 - Dewan Madhava Rao Junction
FKN00GL26691,3,1,SCOOTER,2024-02-18 06:09:46,BTP109 - Dewan Madhava Rao Junction
FKN00GL26698,3,2,TEMPO,2024-04-01 09:42:46,BTP038 - Mysore Bank Junction
FKN00GL26351,3,2,PASSENGER AUTO,2024-03-23 04:42:46,GRID_12.99_77.57
FKN00GL26358,3,1,MOTOR CYCLE,2024-03-10 08:34:46,BTP051 - Safina Plaza Junction
FKN00GL26372,3,2,CAR,2024-03-13 06:00:46,GRID_12.94_77.7
FKN00GL26377,3,1,SCOOTER,2024-02-08 07:20:46,BTP051 - Safina Plaza Junction
FKN00GL3172,3,2,CAR,2024-03-22 12:20:46,BTP040 - Elite Junction
FKN00GL31737,3,3,CAR,2024-02-24 08:18:46,GRID_12.96_77.7
FKN00GL31767,3,2,CAR,2024-03-27 03:50:46,"BTP170 - Dr. Bheem Rao Palace, Chord Road"
FKN00GL26427,3,1,CAR,2024-02-08 09:24:46,GRID_13.1_77.59
FKN00GL26450,3,2,PASSENGER AUTO,2024-02-08 08:17:46,GRID_13.0_77.68
FKN00GL26475,3,2,SCOOTER,2024-03-31 08:44:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL26203,3,1,SCOOTER,2024-03-20 12:24:46,GRID_12.93_77.69
FKN00GL119101,3,1,MOTOR CYCLE,2023-12-01 08:55:46,"BTP022 - Marenahalli Junction, Vijayanagar"
FKN00GL119158,3,1,SCOOTER,2023-12-06 05:29:46,GRID_12.93_77.69
FKN00GL11918,3,2,PASSENGER AUTO,2024-03-04 04:21:46,GRID_12.97_77.65
FKN00GL119197,3,2,SCOOTER,2023-11-18 03:12:46,GRID_13.04_77.59
FKN00GL3177,3,3,SCOOTER,2024-03-28 13:09:46,GRID_12.96_77.55
FKN00GL31772,3,2,MOTOR CYCLE,2024-03-30 01:17:46,GRID_13.01_77.7
FKN00GL31779,3,1,SCOOTER,2024-04-07 06:12:46,GRID_12.98_77.61
FKN00GL31808,3,2,CAR,2024-04-02 01:17:46,BTP058 - Subbanna Junction
FKN00GL31838,3,2,SCOOTER,2024-03-31 13:31:46,GRID_12.98_77.61
FKN00GL3225,3,2,PASSENGER AUTO,2024-03-28 03:15:46,BTP051 - Safina Plaza Junction
FKN00GL31865,3,2,CAR,2024-03-01 02:47:46,BTP091 - Sirsi Circle
FKN00GL119304,3,3,MAXI-CAB,2024-01-05 05:10:46,BTP051 - Safina Plaza Junction
FKN00GL119361,3,2,SCOOTER,2023-12-22 06:04:46,GRID_12.98_77.56
FKN00GL119385,3,3,PASSENGER AUTO,2024-01-12 08:54:46,GRID_13.0_77.57
FKN00GL119395,3,1,SCOOTER,2024-01-27 04:37:46,"BTP182 - 19th Main Junction, Rajajinagar"
FKN00GL118528,3,1,SCOOTER,2024-01-05 08:14:46,GRID_12.98_77.64
FKN00GL11857,3,2,CAR,2024-03-14 05:45:46,GRID_12.92_77.64
FKN00GL26248,3,1,CAR,2024-03-31 08:44:46,GRID_13.01_77.55
FKN00GL26295,3,2,PASSENGER AUTO,2024-03-13 05:23:46,BTP040 - Elite Junction
FKN00GL26305,3,1,SCOOTER,2024-02-09 05:05:46,BTP027 - Modi Bridge Junction
FKN00GL31904,3,2,MOTOR CYCLE,2024-03-31 09:37:46,BTP008 - Navarang Theatre
FKN00GL32018,3,2,CAR,2024-03-31 10:39:46,"BTP080 - NR Road, SP Road Junction"
FKN00GL3205,3,1,SCOOTER,2024-03-03 09:48:46,BTP020 - Hosahalli Metro Station
FKN00GL32080,3,2,CAR,2024-04-01 10:50:46,GRID_13.07_77.59
FKN00GL32092,3,2,CAR,2024-04-01 13:21:46,GRID_13.0_77.57
FKN00GL32394,3,3,CAR,2024-02-24 07:00:46,GRID_13.01_77.57
FKN00GL3211,3,1,MOTOR CYCLE,2024-02-07 07:11:46,BTP020 - Hosahalli Metro Station
FKN00GL115689,3,1,LGV,2023-12-09 11:13:46,BTP057 - Anand Rao Junction
FKN00GL115706,3,2,GOODS AUTO,2024-01-16 05:29:46,BTP104 - Medical College Circle
FKN00GL115759,3,2,CAR,2023-11-18 10:53:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL115780,3,1,SCOOTER,2024-01-09 07:48:46,BTP040 - Elite Junction
FKN00GL115809,3,1,PASSENGER AUTO,2023-12-14 02:33:46,GRID_12.93_77.54
FKN00GL11581,3,1,SCOOTER,2024-02-06 09:17:46,"BTP026 - 1st Block Junction, Rajajinagar"
FKN00GL115818,3,2,PASSENGER AUTO,2023-12-23 04:33:46,BTP040 - Elite Junction
FKN00GL114967,3,1,SCOOTER,2023-11-23 03:45:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL115049,3,1,PASSENGER AUTO,2023-12-22 09:01:46,GRID_12.97_77.58
FKN00GL115127,3,1,SCOOTER,2023-12-20 01:14:46,GRID_13.1_77.6
FKN00GL3216,3,2,SCOOTER,2024-04-04 16:50:46,BTP020 - Hosahalli Metro Station
FKN00GL3219,3,1,SCOOTER,2024-02-02 06:38:46,BTP020 - Hosahalli Metro Station
FKN00GL32208,3,2,CAR,2024-03-31 09:52:46,GRID_13.18_77.68
FKN00GL3221,3,1,MOTOR CYCLE,2024-03-22 09:23:46,GRID_13.0_77.67
FKN00GL32481,3,2,CAR,2024-02-11 09:40:46,BTP040 - Elite Junction
FKN00GL32489,3,3,CAR,2024-02-28 03:14:46,GRID_13.0_77.67
FKN00GL3228,3,1,MOTOR CYCLE,2024-03-24 11:40:46,GRID_13.0_77.67
FKN00GL32282,3,1,PASSENGER AUTO,2024-04-03 07:09:46,"BTP083 - AS Char Street, Mysore Road"
FKN00GL32292,3,2,SCOOTER,2024-04-01 10:53:46,GRID_12.84_77.65
FKN00GL32296,3,2,CAR,2024-04-01 05:16:46,GRID_13.01_77.57
FKN00GL32307,3,2,SCOOTER,2024-02-17 09:08:46,GRID_13.09_77.59
FKN00GL32317,3,1,SCOOTER,2024-04-01 09:27:46,BTP051 - Safina Plaza Junction
FKN00GL26338,3,3,PASSENGER AUTO,2024-03-24 12:43:46,GRID_13.0_77.68
FKN00GL26102,3,1,LGV,2024-02-08 04:37:46,BTP058 - Subbanna Junction
FKN00GL26143,3,2,CAR,2024-02-09 11:01:46,GRID_12.93_77.69
FKN00GL26149,3,1,SCOOTER,2023-11-30 06:53:46,GRID_12.98_77.56
FKN00GL26152,3,2,CAR,2024-03-13 05:40:46,GRID_12.94_77.7
FKN00GL26161,3,3,FACTORY BUS,2024-02-08 05:11:46,GRID_12.97_77.72
FKN00GL25986,3,2,PASSENGER AUTO,2024-04-07 09:08:46,BTP057 - Anand Rao Junction
FKN00GL32384,3,2,CAR,2024-02-12 03:40:46,BTP058 - Subbanna Junction
FKN00GL32412,3,1,PASSENGER AUTO,2024-02-16 00:20:46,BTP082 - KR Market Junction
FKN00GL3244,3,2,MOTOR CYCLE,2024-02-21 09:50:46,GRID_13.01_77.55
FKN00GL32463,3,1,SCOOTER,2024-02-26 13:19:46,BTP040 - Elite Junction
FKN00GL32471,3,1,SCOOTER,2024-02-11 10:35:46,BTP051 - Safina Plaza Junction
FKN00GL25996,3,1,SCOOTER,2024-02-08 04:20:46,GRID_12.93_77.69
FKN00GL25999,3,1,CAR,2024-03-31 05:36:46,"BTP026 - 1st Block Junction, Rajajinagar"
FKN00GL26014,3,2,CAR,2024-03-31 05:39:46,"BTP026 - 1st Block Junction, Rajajinagar"
FKN00GL26028,3,1,HGV,2024-03-07 08:11:46,BTP038 - Mysore Bank Junction
FKN00GL26040,3,2,PASSENGER AUTO,2024-03-30 08:02:46,GRID_12.94_77.59
FKN00GL26061,3,1,VAN,2024-03-31 03:35:46,GRID_12.94_77.59
FKN00GL26063,3,2,CAR,2024-03-30 08:16:46,BTP136 - Hosur-Tavarkere Road Junction
FKN00GL26090,3,1,CAR,2024-03-02 05:25:46,GRID_13.18_77.68
FKN00GL26092,3,2,CAR,2024-04-01 03:53:46,GRID_13.19_77.68
FKN00GL25914,3,1,SCOOTER,2024-02-16 05:39:46,GRID_12.93_77.69
FKN00GL2593,3,1,CAR,2024-01-03 01:22:46,BTP058 - Subbanna Junction
FKN00GL32477,3,2,CAR,2024-03-31 10:23:46,BTP044 - Sagar Theatre Junction
FKN00GL25943,3,1,SCOOTER,2024-02-24 06:03:46,GRID_12.93_77.69
FKN00GL25946,3,1,MOTOR CYCLE,2024-04-02 07:47:46,GRID_13.03_77.57
FKN00GL25949,3,1,MOTOR CYCLE,2024-02-08 04:09:46,GRID_12.93_77.69
FKN00GL25959,3,1,MOPED,2024-02-20 03:30:46,GRID_13.05_77.58
FKN00GL25700,3,2,PASSENGER AUTO,2024-03-30 07:50:46,BTP211 - Central Street Junction
FKN00GL25720,3,3,PASSENGER AUTO,2024-03-30 07:53:46,BTP211 - Central Street Junction
FKN00GL119667,3,1,CAR,2023-11-22 02:10:46,BTP044 - Sagar Theatre Junction
FKN00GL119671,3,1,MOTOR CYCLE,2024-01-02 08:15:46,"BTP182 - 19th Main Junction, Rajajinagar"
FKN00GL119760,3,3,CAR,2023-12-14 13:08:46,GRID_12.93_77.68
FKN00GL114633,3,1,TANKER,2023-12-21 06:41:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL114687,3,1,CAR,2023-11-26 09:08:46,BTP103 - Shanti Nagar TTMC
FKN00GL11469,3,3,CAR,2024-03-20 07:07:46,GRID_13.0_77.57
FKN00GL32627,3,1,MOTOR CYCLE,2024-04-01 10:27:46,GRID_13.01_77.55
FKN00GL32637,3,2,SCOOTER,2024-02-11 10:35:46,"BTP070 - Cholurpalya Junction, Magadi Road"
FKN00GL3264,3,1,MOTOR CYCLE,2024-02-02 06:25:46,BTP020 - Hosahalli Metro Station
FKN00GL32666,3,3,CAR,2024-02-24 07:18:46,BTP028 - Vijayanagar Bus Stand Junction
FKN00GL32931,3,3,PASSENGER AUTO,2024-02-11 10:59:46,BTP051 - Safina Plaza Junction
FKN00GL32935,3,1,PASSENGER AUTO,2024-04-02 11:20:46,BTP051 - Safina Plaza Junction
FKN00GL32957,3,1,CAR,2024-02-11 11:34:46,GRID_13.05_77.75
FKN00GL32966,3,3,CAR,2024-03-31 10:46:46,GRID_12.98_77.61
FKN00GL32979,3,1,SCOOTER,2024-02-11 11:31:46,BTP051 - Safina Plaza Junction
FKN00GL32994,3,2,SCOOTER,2024-03-03 11:27:46,GRID_12.98_77.61
FKN00GL32685,3,1,SCOOTER,2024-03-18 09:33:46,BTP051 - Safina Plaza Junction
FKN00GL32691,3,1,PASSENGER AUTO,2024-03-31 12:33:46,BTP051 - Safina Plaza Junction
FKN00GL32704,3,2,PASSENGER AUTO,2024-03-31 10:02:46,GRID_12.98_77.61
FKN00GL32803,3,3,BUS (BMTC/KSRTC),2024-03-24 12:53:46,GRID_12.94_77.7
FKN00GL3255,3,2,PASSENGER AUTO,2024-02-16 03:37:46,"BTP095 - Satellite Bus Stand, Mysore Road"
FKN00GL115129,3,1,SCOOTER,2023-12-06 01:37:46,GRID_13.1_77.6
FKN00GL115159,3,2,PASSENGER AUTO,2024-01-19 10:22:46,BTP051 - Safina Plaza Junction
FKN00GL115315,3,1,CAR,2024-01-07 05:14:46,GRID_12.87_77.54
FKN00GL115335,3,1,SCOOTER,2023-12-08 10:16:46,BTP027 - Modi Bridge Junction
FKN00GL115371,3,1,MOTOR CYCLE,2023-12-03 10:13:46,BTP020 - Hosahalli Metro Station
FKN00GL33204,3,1,PASSENGER AUTO,2024-03-27 15:04:46,BTP051 - Safina Plaza Junction
FKN00GL33207,3,1,SCOOTER,2024-03-07 10:28:46,BTP051 - Safina Plaza Junction
FKN00GL32857,3,1,SCOOTER,2024-02-16 02:41:46,GRID_13.09_77.59
FKN00GL32863,3,1,CAR,2024-02-11 11:34:46,BTP044 - Sagar Theatre Junction
FKN00GL32880,3,1,PASSENGER AUTO,2024-03-10 11:56:46,BTP211 - Central Street Junction
FKN00GL118880,3,1,CAR,2023-11-15 11:08:46,GRID_13.0_77.56
FKN00GL118990,3,1,MOTOR CYCLE,2023-11-13 05:03:46,GRID_13.0_77.56
FKN00GL119038,3,1,PASSENGER AUTO,2023-12-10 09:18:46,BTP082 - KR Market Junction
FKN00GL25805,3,2,PASSENGER AUTO,2024-02-08 03:06:46,GRID_13.0_77.68
FKN00GL25835,3,2,CAR,2024-02-23 12:48:46,GRID_12.94_77.7
FKN00GL25836,3,2,CAR,2024-02-08 03:46:46,GRID_12.94_77.7
FKN00GL25850,3,1,LGV,2024-03-31 05:45:46,BTP045 - Danvanthri Road Junction
FKN00GL25873,3,2,CAR,2024-03-31 07:36:46,GRID_12.98_77.61
FKN00GL25884,3,2,CAR,2024-03-17 04:42:46,GRID_12.97_77.61
FKN00GL25902,3,1,SCOOTER,2024-02-23 05:35:46,GRID_12.93_77.69
FKN00GL25510,3,1,PASSENGER AUTO,2024-03-03 01:12:46,GRID_13.01_77.7
FKN00GL33303,3,1,CAR,2024-04-08 04:50:46,GRID_12.98_77.62
FKN00GL3333,3,1,PASSENGER AUTO,2024-03-29 03:45:46,BTP058 - Subbanna Junction
FKN00GL25558,3,3,SCOOTER,2024-04-08 13:26:46,GRID_13.02_77.55
FKN00GL25575,3,3,PASSENGER AUTO,2024-03-30 07:47:46,BTP211 - Central Street Junction
FKN00GL25634,3,1,CAR,2024-03-31 04:38:46,"BTP182 - 19th Main Junction, Rajajinagar"
FKN00GL25664,3,2,CAR,2024-04-07 04:37:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL2569,3,3,CAR,2024-01-16 04:21:46,BTP044 - Sagar Theatre Junction
FKN00GL25434,3,3,CAR,2024-03-21 02:54:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL25445,3,1,MOTOR CYCLE,2024-02-06 04:47:46,BTP040 - Elite Junction
FKN00GL33014,3,1,PASSENGER AUTO,2024-04-01 09:59:46,GRID_13.0_77.67
FKN00GL33024,3,3,PASSENGER AUTO,2024-02-13 01:37:46,GRID_13.0_77.69
FKN00GL33079,3,3,CAR,2024-04-03 09:34:46,GRID_12.97_77.64
FKN00GL33092,3,1,PASSENGER AUTO,2024-02-29 01:22:46,BTP058 - Subbanna Junction
FKN00GL33141,3,1,MOTOR CYCLE,2024-02-14 11:23:46,GRID_12.91_77.63
FKN00GL33168,3,1,PASSENGER AUTO,2024-02-11 12:24:46,BTP051 - Safina Plaza Junction
FKN00GL33182,3,2,PASSENGER AUTO,2024-03-02 06:55:46,GRID_13.0_77.68
FKN00GL33475,3,2,CAR,2024-02-22 04:16:46,BTP058 - Subbanna Junction
FKN00GL33482,3,1,CAR,2024-02-14 01:08:46,BTP058 - Subbanna Junction
FKN00GL33484,3,1,CAR,2024-02-12 02:33:46,BTP058 - Subbanna Junction
FKN00GL2546,3,1,CAR,2024-02-23 11:09:46,BTP038 - Mysore Bank Junction
FKN00GL25474,3,1,SCOOTER,2024-02-06 04:31:46,GRID_12.93_77.69
FKN00GL25481,3,2,CAR,2024-02-12 09:39:46,BTP040 - Elite Junction
FKN00GL25292,3,2,SCOOTER,2024-02-05 11:59:46,GRID_12.97_77.66
FKN00GL2530,3,2,PASSENGER AUTO,2024-03-16 03:14:46,GRID_13.0_77.68
FKN00GL25308,3,1,PRIVATE BUS,2024-04-02 11:35:46,BTP104 - Medical College Circle
FKN00GL25391,3,1,MOTOR CYCLE,2024-02-04 10:04:46,BTP082 - KR Market Junction
FKN00GL33511,3,3,CAR,2024-03-14 05:02:46,BTP057 - Anand Rao Junction
FKN00GL33515,3,3,PASSENGER AUTO,2024-03-31 10:46:46,BTP051 - Safina Plaza Junction
FKN00GL33231,3,1,PASSENGER AUTO,2024-02-11 12:59:46,BTP051 - Safina Plaza Junction
FKN00GL33244,3,2,CAR,2024-02-11 13:06:46,GRID_12.84_77.65
FKN00GL33247,3,2,CAR,2024-02-11 11:14:46,GRID_13.0_77.57
FKN00GL3326,3,1,MOTOR CYCLE,2024-04-07 11:29:46,GRID_13.0_77.67
FKN00GL3360,3,3,PASSENGER AUTO,2024-01-30 10:44:46,BTP173 - TMC
FKN00GL33678,3,1,CAR,2024-04-08 04:50:46,GRID_12.98_77.62
FKN00GL33423,3,2,CAR,2024-03-31 11:33:46,BTP040 - Elite Junction
FKN00GL33427,3,1,SCOOTER,2024-04-01 09:07:46,GRID_12.98_77.61
FKN00GL33451,3,1,LGV,2024-03-19 07:13:46,GRID_12.84_77.65
FKN00GL114702,3,1,SCOOTER,2024-01-16 05:39:46,BTP082 - KR Market Junction
FKN00GL114812,3,1,SCOOTER,2023-12-31 07:58:46,"BTP226 - 33rd Cross, 11th Main, Jayanagar"
FKN00GL114814,3,3,CAR,2024-01-05 05:57:46,GRID_12.92_77.67
FKN00GL114817,3,1,SCOOTER,2024-01-16 08:17:46,BTP044 - Sagar Theatre Junction
FKN00GL11482,3,3,CAR,2024-03-11 13:43:46,GRID_12.94_77.7
FKN00GL114833,3,1,SCOOTER,2023-12-03 11:22:46,BTP040 - Elite Junction
FKN00GL114854,3,2,SCOOTER,2024-01-08 10:55:46,BTP047 - Vidhan Soudha Metro Station
FKN00GL114954,3,2,CAR,2023-12-09 11:09:46,BTP045 - Danvanthri Road Junction
FKN00GL114479,3,1,SCOOTER,2024-03-22 04:36:46,GRID_13.07_77.59
FKN00GL114481,3,2,PASSENGER AUTO,2024-01-18 14:19:46,BTP040 - Elite Junction
FKN00GL11449,3,1,SCOOTER,2024-03-13 04:34:46,BTP020 - Hosahalli Metro Station
FKN00GL33827,3,1,CAR,2024-02-12 05:08:46,GRID_12.94_77.62
FKN00GL34016,3,1,PASSENGER AUTO,2024-02-12 07:56:46,BTP082 - KR Market Junction
FKN00GL34066,3,1,CAR,2024-04-01 09:09:46,GRID_13.01_77.57
FKN00GL3355,3,1,CAR,2024-01-30 10:44:46,BTP173 - TMC
FKN00GL33568,3,1,PASSENGER AUTO,2024-03-28 14:48:46,BTP211 - Central Street Junction
FKN00GL33585,3,1,SCOOTER,2024-02-12 03:04:46,BTP040 - Elite Junction
FKN00GL25416,3,1,MOTOR CYCLE,2024-03-30 04:18:46,BTP172 - Nanjappa Circle
FKN00GL2513,3,1,CAR,2024-03-20 03:43:46,GRID_12.95_77.7
FKN00GL25141,3,2,SCOOTER,2024-02-05 09:03:46,BTP040 - Elite Junction
FKN00GL119919,3,2,MAXI-CAB,2024-01-21 03:49:46,GRID_12.93_77.68
FKN00GL119935,3,1,SCOOTER,2023-12-31 06:45:46,BTP040 - Elite Junction
FKN00GL11996,3,1,MOTOR CYCLE,2024-04-06 03:22:46,BTP027 - Modi Bridge Junction
FKN00GL120018,3,1,MOTOR CYCLE,2023-12-14 04:12:46,GRID_12.93_77.69
FKN00GL120026,3,3,CAR,2023-11-17 10:35:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL120097,3,1,CAR,2023-11-30 03:11:46,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"
FKN00GL120160,3,1,MOTOR CYCLE,2023-12-08 11:27:46,GRID_13.03_77.54
FKN00GL114130,3,1,MOTOR CYCLE,2023-12-07 04:33:46,BTP020 - Hosahalli Metro Station
FKN00GL34181,3,3,PASSENGER AUTO,2024-03-29 07:45:46,BTP051 - Safina Plaza Junction
FKN00GL34223,3,2,SCOOTER,2024-03-31 09:37:46,GRID_12.93_77.69
FKN00GL34230,3,1,SCOOTER,2024-04-01 11:24:46,GRID_12.84_77.68
FKN00GL33703,3,2,MOTOR CYCLE,2024-03-19 05:13:46,GRID_12.94_77.69
FKN00GL119428,3,2,MOTOR CYCLE,2024-01-04 05:29:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL119456,3,2,CAR,2023-12-06 12:24:46,BTP027 - Modi Bridge Junction
FKN00GL11949,3,1,MOTOR CYCLE,2024-03-30 04:35:46,BTP051 - Safina Plaza Junction
